,dataset,circuit_id,layer,num_params,expr,entcap,num_iter,last_cost_avg,accuracy
65,0.0,2.0,1.0,10.0,0.38620925432205233,0.6883099675247458,56.0,0.1744537353515625,0.96875
66,0.0,2.0,1.0,10.0,0.3761565568797882,0.673038918725028,53.0,0.10616302490234375,0.84375
67,0.0,2.0,1.0,10.0,0.34094406123792065,0.668010668551496,95.0,0.15487289428710938,0.96875
68,0.0,2.0,1.0,10.0,0.49688861166235676,0.6859955221164714,131.0,0.20305252075195312,1.0
69,0.0,2.0,1.0,10.0,0.3189784525141076,0.6875496224683237,55.0,0.09634780883789062,0.9375
70,0.0,2.0,1.0,10.0,0.34804702482276345,0.6854474279917191,110.0,0.13837814331054688,0.96875
71,0.0,2.0,1.0,10.0,0.36281962682899516,0.6764403817666622,48.0,0.09737777709960938,0.90625
72,0.0,2.0,2.0,20.0,0.04102648122490795,0.7543546514637695,42.0,0.13958740234375,0.96875
73,0.0,2.0,2.0,20.0,0.06839246694823276,0.7574807096785708,130.0,0.093048095703125,0.875
74,0.0,2.0,2.0,20.0,0.03279424201184595,0.7507348876629261,95.0,0.11317062377929688,0.96875
75,0.0,2.0,2.0,20.0,0.05309001846025246,0.7504346974099922,69.0,0.14391708374023438,0.875
76,0.0,2.0,2.0,20.0,0.035413601418938206,0.7544359858827345,156.0,0.07939529418945312,0.96875
77,0.0,2.0,2.0,20.0,0.049889504130541065,0.7539061763517806,60.0,0.11921310424804688,1.0
78,0.0,2.0,2.0,20.0,0.03859167612374717,0.7483196112295414,64.0,0.1246490478515625,1.0
79,0.0,2.0,2.0,20.0,0.03932218763887814,0.7536729460127581,162.0,0.15694046020507812,0.9375
80,0.0,2.0,3.0,30.0,0.012912959242230822,0.8468562747957363,149.0,0.11902618408203125,0.96875
81,0.0,2.0,3.0,30.0,0.015963849554745724,0.8466242096571969,158.0,0.08872604370117188,0.96875
82,0.0,2.0,3.0,30.0,0.024624623109920807,0.8418251521843709,99.0,0.100677490234375,0.90625
83,0.0,2.0,3.0,30.0,0.009689206462995608,0.8471425445258055,97.0,0.09175872802734375,0.96875
84,0.0,2.0,3.0,30.0,0.021809974378197275,0.8483967951621959,144.0,0.10329055786132812,0.96875
85,0.0,2.0,3.0,30.0,0.012484148982543027,0.8503817048697019,64.0,0.09722900390625,0.96875
86,0.0,2.0,3.0,30.0,0.010578774249325738,0.8461138427782224,79.0,0.10338211059570312,0.71875
87,0.0,2.0,3.0,30.0,0.014383721576773215,0.8517057904352524,113.0,0.11225128173828125,0.9375
88,0.0,2.0,4.0,40.0,0.010365650393498809,0.8729719026857418,61.0,0.11609268188476562,0.96875
89,0.0,2.0,4.0,40.0,0.006849567661318657,0.8722764963904555,51.0,0.15332412719726562,0.9375
90,0.0,2.0,4.0,40.0,0.008214884979543733,0.8702509027522951,151.0,0.093292236328125,0.96875
91,0.0,2.0,4.0,40.0,0.008508798291867688,0.8750306777575002,67.0,0.0992584228515625,0.96875
92,0.0,2.0,4.0,40.0,0.014380221758939122,0.8700408338597981,103.0,0.08555221557617188,0.96875
93,0.0,2.0,4.0,40.0,0.007313080096827161,0.8733122336922774,76.0,0.10614395141601562,0.96875
94,0.0,2.0,4.0,40.0,0.008155467976416402,0.8739461622080305,57.0,0.13528823852539062,0.90625
95,0.0,2.0,4.0,40.0,0.012445366098792156,0.8730944049933435,124.0,0.08764266967773438,0.96875
96,0.0,2.0,5.0,50.0,0.009364006621100276,0.8926962612486253,57.0,0.15178298950195312,0.875
97,0.0,2.0,5.0,50.0,0.010963812870715343,0.891268289549059,88.0,0.10506057739257812,0.875
98,0.0,2.0,5.0,50.0,0.012184793570921462,0.8902932204772157,58.0,0.11568832397460938,0.96875
99,0.0,2.0,5.0,50.0,0.009629556428458398,0.8930807952795925,101.0,0.13209152221679688,1.0
100,0.0,2.0,5.0,50.0,0.011356044087068067,0.8937178439669556,81.0,0.093597412109375,0.9375
101,0.0,2.0,5.0,50.0,0.010889312489070989,0.8930136365131954,50.0,0.1237945556640625,0.875
102,0.0,2.0,5.0,50.0,0.008370939148741197,0.892442215256775,102.0,0.098785400390625,0.96875
103,0.0,2.0,5.0,50.0,0.00968816360395381,0.8938385865803684,105.0,0.08832550048828125,0.96875
104,0.0,2.0,6.0,60.0,0.010599801885023833,0.9001566255227497,95.0,0.10335540771484375,0.96875
105,0.0,2.0,6.0,60.0,0.0065483707356473846,0.9017811157487566,56.0,0.101959228515625,0.96875
106,0.0,2.0,6.0,60.0,0.011232243221372,0.9012191206334426,75.0,0.09982681274414062,0.90625
107,0.0,2.0,6.0,60.0,0.015731532900949943,0.9012903066984111,60.0,0.12329483032226562,1.0
108,0.0,2.0,6.0,60.0,0.009271439231540897,0.9004092463176401,63.0,0.1115264892578125,0.78125
